quarter,dong_code,industry_code,dong_name,industry_name,store_count,open_count,close_count,closure_rate,franchise_count
20201,11440700,CS100007,망원2동,치킨전문점,6,0,0,0.0,14
20201,11440700,CS100008,망원2동,분식전문점,17,1,0,0.0,4
20201,11440700,CS100009,망원2동,호프-간이주점,24,1,3,11.0,4
20201,11440710,CS100001,연남동,한식음식점,127,8,8,6.0,3
20201,11440710,CS100009,연남동,호프-간이주점,126,6,10,8.0,5
20201,11440710,CS100008,연남동,분식전문점,23,1,2,8.0,2
20201,11440710,CS100007,연남동,치킨전문점,4,2,0,0.0,8
20201,11440710,CS100006,연남동,패스트푸드점,21,1,2,8.0,4
20201,11440710,CS100005,연남동,제과점,47,2,0,0.0,4
20201,11440710,CS100004,연남동,양식음식점,120,10,2,2.0,8
20201,11440710,CS100003,연남동,일식음식점,53,2,4,7.0,7
20201,11440710,CS100002,연남동,중식음식점,34,1,2,6.0,0
20201,11440710,CS100010,연남동,커피-음료,221,13,10,4.0,5
20201,11440720,CS100001,성산1동,한식음식점,79,5,9,10.0,10
20201,11440720,CS100002,성산1동,중식음식점,11,3,1,9.0,0
20201,11440720,CS100003,성산1동,일식음식점,9,0,1,9.0,2
20201,11440720,CS100004,성산1동,양식음식점,14,0,0,0.0,2
20201,11440720,CS100005,성산1동,제과점,13,2,0,0.0,3
20201,11440720,CS100006,성산1동,패스트푸드점,6,0,0,0.0,8
20201,11440720,CS100007,성산1동,치킨전문점,2,0,0,0.0,7
20201,11440720,CS100008,성산1동,분식전문점,11,2,0,0.0,5
20201,11440720,CS100009,성산1동,호프-간이주점,18,1,2,9.0,4
20201,11440720,CS100010,성산1동,커피-음료,47,2,2,4.0,4
20201,11440730,CS100010,성산2동,커피-음료,40,0,2,4.0,7
20201,11440730,CS100001,성산2동,한식음식점,91,2,3,3.0,12
20201,11440730,CS100002,성산2동,중식음식점,8,0,1,10.0,2
20201,11440730,CS100003,성산2동,일식음식점,10,0,1,8.0,2
20201,11440730,CS100004,성산2동,양식음식점,6,1,0,0.0,1
20201,11440730,CS100005,성산2동,제과점,11,0,1,6.0,5
20201,11440730,CS100006,성산2동,패스트푸드점,4,1,0,0.0,6
20201,11440730,CS100007,성산2동,치킨전문점,4,1,1,6.0,13
20201,11440730,CS100008,성산2동,분식전문점,30,2,3,8.0,10
20201,11440730,CS100009,성산2동,호프-간이주점,21,3,0,0.0,4
20201,11440740,CS100001,상암동,한식음식점,260,28,16,5.0,59
20201,11440740,CS100010,상암동,커피-음료,116,17,8,5.0,46
20201,11440740,CS100009,상암동,호프-간이주점,50,1,3,5.0,7
20201,11440740,CS100008,상암동,분식전문점,30,4,5,11.0,16
20201,11440740,CS100007,상암동,치킨전문점,12,2,1,4.0,15
20201,11440740,CS100006,상암동,패스트푸드점,13,1,0,0.0,19
20201,11440740,CS100005,상암동,제과점,17,0,0,0.0,8
20201,11440740,CS100004,상암동,양식음식점,30,3,4,11.0,5
20201,11440740,CS100003,상암동,일식음식점,50,4,2,3.0,8
20201,11440740,CS100002,상암동,중식음식점,31,3,3,8.0,7
20202,11440555,CS100003,아현동,일식음식점,9,0,0,0.0,5
20202,11440555,CS100002,아현동,중식음식점,6,1,1,17.0,0
20202,11440555,CS100001,아현동,한식음식점,97,8,2,2.0,14
20202,11440555,CS100010,아현동,커피-음료,26,7,3,8.0,13
20202,11440555,CS100009,아현동,호프-간이주점,28,2,0,0.0,2
20202,11440555,CS100008,아현동,분식전문점,19,2,1,4.0,9
20202,11440555,CS100007,아현동,치킨전문점,8,5,1,6.0,10
20202,11440555,CS100006,아현동,패스트푸드점,2,0,1,20.0,3
20202,11440555,CS100005,아현동,제과점,7,0,0,0.0,6
20202,11440555,CS100004,아현동,양식음식점,6,1,0,0.0,0
20202,11440565,CS100010,공덕동,커피-음료,50,6,2,3.0,13
20202,11440565,CS100001,공덕동,한식음식점,214,9,8,4.0,15
20202,11440565,CS100002,공덕동,중식음식점,18,0,0,0.0,0
20202,11440565,CS100003,공덕동,일식음식점,16,0,1,5.0,4
20202,11440565,CS100004,공덕동,양식음식점,13,0,0,0.0,3
20202,11440565,CS100005,공덕동,제과점,12,1,1,6.0,5
20202,11440565,CS100006,공덕동,패스트푸드점,5,1,2,15.0,8
20202,11440565,CS100007,공덕동,치킨전문점,9,1,1,4.0,17
20202,11440565,CS100008,공덕동,분식전문점,32,1,2,5.0,10
20202,11440565,CS100009,공덕동,호프-간이주점,68,5,4,6.0,0
20202,11440585,CS100010,도화동,커피-음료,36,2,1,2.0,23
20202,11440585,CS100009,도화동,호프-간이주점,69,4,2,3.0,8
20202,11440585,CS100008,도화동,분식전문점,26,0,0,0.0,10
20202,11440585,CS100007,도화동,치킨전문점,8,2,2,10.0,12
20202,11440585,CS100006,도화동,패스트푸드점,7,1,0,0.0,7
20202,11440585,CS100005,도화동,제과점,13,2,0,0.0,7
20202,11440585,CS100004,도화동,양식음식점,14,0,0,0.0,3
20202,11440585,CS100003,도화동,일식음식점,16,0,1,5.0,3
20202,11440585,CS100002,도화동,중식음식점,15,2,0,0.0,2
20202,11440585,CS100001,도화동,한식음식점,149,2,3,2.0,15
20202,11440590,CS100010,용강동,커피-음료,47,1,1,2.0,10
20202,11440590,CS100009,용강동,호프-간이주점,52,1,1,2.0,5
20202,11440590,CS100008,용강동,분식전문점,17,0,1,4.0,6
20202,11440590,CS100007,용강동,치킨전문점,6,1,0,0.0,8
20202,11440590,CS100006,용강동,패스트푸드점,3,0,0,0.0,8
20202,11440590,CS100005,용강동,제과점,6,1,1,8.0,6
20202,11440590,CS100004,용강동,양식음식점,15,2,0,0.0,3
20202,11440590,CS100003,용강동,일식음식점,20,1,1,4.0,4
20202,11440590,CS100002,용강동,중식음식점,12,0,0,0.0,1
20202,11440590,CS100001,용강동,한식음식점,167,6,7,4.0,27
20202,11440600,CS100009,대흥동,호프-간이주점,31,2,3,9.0,4
20202,11440600,CS100001,대흥동,한식음식점,123,5,8,6.0,12
20202,11440600,CS100002,대흥동,중식음식점,13,0,0,0.0,0
20202,11440600,CS100003,대흥동,일식음식점,6,0,0,0.0,1
20202,11440600,CS100004,대흥동,양식음식점,14,0,1,6.0,2
20202,11440600,CS100005,대흥동,제과점,13,0,0,0.0,4
20202,11440600,CS100006,대흥동,패스트푸드점,11,1,1,4.0,12
20202,11440600,CS100007,대흥동,치킨전문점,8,2,0,0.0,5
20202,11440600,CS100008,대흥동,분식전문점,31,3,2,5.0,8
20202,11440600,CS100010,대흥동,커피-음료,52,5,3,4.0,19
20202,11440610,CS100001,염리동,한식음식점,61,2,1,1.0,10
20202,11440610,CS100002,염리동,중식음식점,3,0,1,25.0,1
20202,11440610,CS100003,염리동,일식음식점,9,3,0,0.0,2
20202,11440610,CS100004,염리동,양식음식점,10,0,1,9.0,1
20202,11440610,CS100005,염리동,제과점,15,1,1,6.0,1
20202,11440610,CS100006,염리동,패스트푸드점,4,2,1,9.0,7
20202,11440610,CS100007,염리동,치킨전문점,4,0,0,0.0,2
20202,11440610,CS100008,염리동,분식전문점,19,1,0,0.0,6
20202,11440610,CS100009,염리동,호프-간이주점,20,3,0,0.0,5
20202,11440610,CS100010,염리동,커피-음료,30,5,2,5.0,13
20202,11440630,CS100001,신수동,한식음식점,71,1,0,0.0,7
20202,11440630,CS100010,신수동,커피-음료,38,3,3,8.0,1
20202,11440630,CS100009,신수동,호프-간이주점,15,1,1,6.0,3
20202,11440630,CS100008,신수동,분식전문점,21,2,0,0.0,3
20202,11440630,CS100007,신수동,치킨전문점,4,2,1,7.0,10
20202,11440630,CS100006,신수동,패스트푸드점,2,0,0,0.0,5
20202,11440630,CS100005,신수동,제과점,9,2,1,9.0,2
20202,11440630,CS100004,신수동,양식음식점,10,0,1,10.0,0
20202,11440630,CS100003,신수동,일식음식점,1,0,0,0.0,0
20202,11440630,CS100002,신수동,중식음식점,9,0,0,0.0,0
20202,11440655,CS100010,서강동,커피-음료,103,9,2,2.0,18
20202,11440655,CS100002,서강동,중식음식점,19,0,2,11.0,0
20202,11440655,CS100003,서강동,일식음식점,38,6,3,7.0,5
20202,11440655,CS100004,서강동,양식음식점,52,1,3,6.0,0
20202,11440655,CS100005,서강동,제과점,23,1,1,3.0,6
20202,11440655,CS100006,서강동,패스트푸드점,16,0,0,0.0,6
20202,11440655,CS100007,서강동,치킨전문점,5,1,1,6.0,13
20202,11440655,CS100008,서강동,분식전문점,27,1,1,3.0,7
20202,11440655,CS100009,서강동,호프-간이주점,75,9,8,10.0,9
20202,11440655,CS100001,서강동,한식음식점,133,13,9,6.0,17
20202,11440660,CS100008,서교동,분식전문점,117,8,7,5.0,31
20202,11440660,CS100010,서교동,커피-음료,523,41,20,3.0,93
20202,11440660,CS100009,서교동,호프-간이주점,496,25,30,5.0,55
20202,11440660,CS100007,서교동,치킨전문점,22,0,5,9.0,36
20202,11440660,CS100006,서교동,패스트푸드점,70,5,4,4.0,40
20202,11440660,CS100005,서교동,제과점,87,3,2,2.0,27
20202,11440660,CS100004,서교동,양식음식점,249,4,18,6.0,35
20202,11440660,CS100003,서교동,일식음식점,162,9,9,5.0,37
20202,11440660,CS100002,서교동,중식음식점,89,4,3,3.0,16
20202,11440660,CS100001,서교동,한식음식점,683,37,45,6.0,109
20202,11440680,CS100010,합정동,커피-음료,120,9,7,5.0,25
20202,11440680,CS100008,합정동,분식전문점,21,1,0,0.0,5
20202,11440680,CS100009,합정동,호프-간이주점,90,5,6,6.0,11
20202,11440680,CS100007,합정동,치킨전문점,3,0,2,20.0,7
20202,11440680,CS100006,합정동,패스트푸드점,19,1,0,0.0,4
20202,11440680,CS100005,합정동,제과점,22,3,0,0.0,4
20202,11440680,CS100004,합정동,양식음식점,55,2,2,3.0,5
20202,11440680,CS100003,합정동,일식음식점,38,1,1,2.0,5
20202,11440680,CS100002,합정동,중식음식점,15,0,1,6.0,3
20202,11440680,CS100001,합정동,한식음식점,153,14,8,4.0,29
20202,11440690,CS100004,망원1동,양식음식점,46,3,1,2.0,2
20202,11440690,CS100002,망원1동,중식음식점,13,0,0,0.0,1
20202,11440690,CS100001,망원1동,한식음식점,132,2,2,2.0,5
20202,11440690,CS100010,망원1동,커피-음료,113,18,6,5.0,5
20202,11440690,CS100009,망원1동,호프-간이주점,52,7,1,2.0,2
20202,11440690,CS100008,망원1동,분식전문점,32,1,1,3.0,6
20202,11440690,CS100007,망원1동,치킨전문점,11,1,0,0.0,12
20202,11440690,CS100006,망원1동,패스트푸드점,9,0,0,0.0,8
20202,11440690,CS100005,망원1동,제과점,22,1,2,8.0,4
20202,11440690,CS100003,망원1동,일식음식점,27,1,1,4.0,1
20202,11440700,CS100006,망원2동,패스트푸드점,4,1,1,11.0,5
20202,11440700,CS100004,망원2동,양식음식점,4,0,0,0.0,0
20202,11440700,CS100005,망원2동,제과점,17,0,0,0.0,3
20202,11440700,CS100001,망원2동,한식음식점,91,5,3,3.0,15
20202,11440700,CS100002,망원2동,중식음식점,13,0,1,8.0,0
20202,11440700,CS100003,망원2동,일식음식점,5,0,0,0.0,0
20202,11440700,CS100010,망원2동,커피-음료,54,3,1,2.0,4
20202,11440700,CS100009,망원2동,호프-간이주점,23,1,2,7.0,4
20202,11440700,CS100008,망원2동,분식전문점,17,0,0,0.0,4
20202,11440700,CS100007,망원2동,치킨전문점,6,0,0,0.0,14
20202,11440710,CS100002,연남동,중식음식점,31,0,3,10.0,0
20202,11440710,CS100001,연남동,한식음식점,130,11,7,5.0,4
20202,11440710,CS100003,연남동,일식음식점,53,4,4,7.0,7
20202,11440710,CS100004,연남동,양식음식점,121,9,8,6.0,8
20202,11440710,CS100005,연남동,제과점,48,3,1,2.0,5
20202,11440710,CS100006,연남동,패스트푸드점,22,1,0,0.0,4
20202,11440710,CS100007,연남동,치킨전문점,4,0,0,0.0,8
20202,11440710,CS100008,연남동,분식전문점,26,5,1,3.0,3
20202,11440710,CS100009,연남동,호프-간이주점,128,13,11,8.0,5
20202,11440710,CS100010,연남동,커피-음료,227,18,10,4.0,7
20202,11440720,CS100003,성산1동,일식음식점,9,0,0,0.0,2
20202,11440720,CS100002,성산1동,중식음식점,10,1,2,20.0,0
20202,11440720,CS100001,성산1동,한식음식점,81,4,3,3.0,9
20202,11440720,CS100010,성산1동,커피-음료,52,6,1,2.0,4
20202,11440720,CS100009,성산1동,호프-간이주점,18,1,1,5.0,4
20202,11440720,CS100008,성산1동,분식전문점,12,1,0,0.0,5
20202,11440720,CS100007,성산1동,치킨전문점,2,0,0,0.0,7
20202,11440720,CS100006,성산1동,패스트푸드점,6,1,0,0.0,9
20202,11440720,CS100005,성산1동,제과점,13,0,0,0.0,3
20202,11440720,CS100004,성산1동,양식음식점,14,1,1,6.0,2
20202,11440730,CS100003,성산2동,일식음식점,10,2,2,17.0,2
20202,11440730,CS100002,성산2동,중식음식점,9,1,0,0.0,2
20202,11440730,CS100001,성산2동,한식음식점,92,3,2,2.0,12
20202,11440730,CS100004,성산2동,양식음식점,6,0,0,0.0,1
20202,11440730,CS100005,성산2동,제과점,11,1,1,6.0,5
20202,11440730,CS100006,성산2동,패스트푸드점,5,1,0,0.0,6
20202,11440730,CS100007,성산2동,치킨전문점,4,1,0,0.0,14
20202,11440730,CS100008,성산2동,분식전문점,35,5,0,0.0,10
20202,11440730,CS100009,성산2동,호프-간이주점,21,0,0,0.0,4
20202,11440730,CS100010,성산2동,커피-음료,42,4,3,6.0,6
20202,11440740,CS100005,상암동,제과점,17,0,0,0.0,8
20202,11440740,CS100010,상암동,커피-음료,121,15,9,5.0,47
20202,11440740,CS100001,상암동,한식음식점,247,10,24,8.0,58
20202,11440740,CS100002,상암동,중식음식점,31,1,1,3.0,7
20202,11440740,CS100003,상암동,일식음식점,53,6,2,3.0,9
20202,11440740,CS100004,상암동,양식음식점,32,3,1,3.0,5
20202,11440740,CS100009,상암동,호프-간이주점,53,3,0,0.0,7
20202,11440740,CS100006,상암동,패스트푸드점,13,2,1,3.0,20
20202,11440740,CS100007,상암동,치킨전문점,13,1,0,0.0,15
20202,11440740,CS100008,상암동,분식전문점,31,3,2,4.0,16
20203,11440555,CS100007,아현동,치킨전문점,8,1,2,12.0,9
20203,11440555,CS100006,아현동,패스트푸드점,2,0,1,25.0,2
20203,11440555,CS100001,아현동,한식음식점,98,3,2,2.0,13
20203,11440555,CS100008,아현동,분식전문점,19,1,0,0.0,10
20203,11440555,CS100010,아현동,커피-음료,25,1,1,3.0,13
20203,11440555,CS100009,아현동,호프-간이주점,27,0,1,3.0,2
20203,11440555,CS100005,아현동,제과점,7,1,1,8.0,6
20203,11440555,CS100004,아현동,양식음식점,6,0,0,0.0,0
20203,11440555,CS100003,아현동,일식음식점,9,1,2,15.0,4
20203,11440555,CS100002,아현동,중식음식점,6,0,0,0.0,0
20203,11440565,CS100004,공덕동,양식음식점,12,0,2,13.0,3
20203,11440565,CS100006,공덕동,패스트푸드점,7,3,0,0.0,8
20203,11440565,CS100007,공덕동,치킨전문점,8,1,4,17.0,15
20203,11440565,CS100008,공덕동,분식전문점,32,4,3,7.0,12
20203,11440565,CS100009,공덕동,호프-간이주점,70,2,1,1.0,0
20203,11440565,CS100010,공덕동,커피-음료,52,5,3,5.0,13
20203,11440565,CS100001,공덕동,한식음식점,214,9,8,4.0,15
20203,11440565,CS100002,공덕동,중식음식점,16,0,2,13.0,0
20203,11440565,CS100003,공덕동,일식음식점,17,2,2,10.0,4
20203,11440565,CS100005,공덕동,제과점,12,0,1,6.0,5
20203,11440585,CS100002,도화동,중식음식점,16,2,1,6.0,2
20203,11440585,CS100010,도화동,커피-음료,36,2,0,0.0,25
20203,11440585,CS100003,도화동,일식음식점,15,0,1,6.0,3
20203,11440585,CS100004,도화동,양식음식점,15,2,1,6.0,3
20203,11440585,CS100005,도화동,제과점,13,0,1,5.0,7
20203,11440585,CS100006,도화동,패스트푸드점,7,0,0,0.0,7
20203,11440585,CS100007,도화동,치킨전문점,9,2,0,0.0,13
20203,11440585,CS100008,도화동,분식전문점,27,2,1,3.0,11
20203,11440585,CS100009,도화동,호프-간이주점,69,1,1,1.0,8
20203,11440585,CS100001,도화동,한식음식점,151,8,4,2.0,15
20203,11440590,CS100005,용강동,제과점,6,0,0,0.0,5
20203,11440590,CS100010,용강동,커피-음료,47,1,2,4.0,10
20203,11440590,CS100001,용강동,한식음식점,174,12,5,3.0,29
20203,11440590,CS100002,용강동,중식음식점,14,3,0,0.0,2
20203,11440590,CS100003,용강동,일식음식점,21,1,1,4.0,3
20203,11440590,CS100004,용강동,양식음식점,17,1,0,0.0,2
20203,11440590,CS100006,용강동,패스트푸드점,4,0,1,8.0,8
20203,11440590,CS100007,용강동,치킨전문점,6,0,0,0.0,8
20203,11440590,CS100008,용강동,분식전문점,18,4,1,4.0,7
20203,11440590,CS100009,용강동,호프-간이주점,51,2,4,7.0,4
20203,11440600,CS100006,대흥동,패스트푸드점,10,3,2,9.0,13
20203,11440600,CS100005,대흥동,제과점,11,0,3,20.0,4
20203,11440600,CS100010,대흥동,커피-음료,53,5,3,4.0,20
20203,11440600,CS100008,대흥동,분식전문점,33,2,0,0.0,8
20203,11440600,CS100007,대흥동,치킨전문점,9,1,0,0.0,5
20203,11440600,CS100004,대흥동,양식음식점,13,0,1,7.0,2
20203,11440600,CS100001,대흥동,한식음식점,122,4,7,5.0,12
20203,11440600,CS100002,대흥동,중식음식점,13,0,0,0.0,0
20203,11440600,CS100003,대흥동,일식음식점,6,0,0,0.0,1
20203,11440600,CS100009,대흥동,호프-간이주점,28,0,4,13.0,4
20203,11440610,CS100003,염리동,일식음식점,8,0,2,22.0,1
20203,11440610,CS100010,염리동,커피-음료,30,3,1,2.0,14
20203,11440610,CS100009,염리동,호프-간이주점,19,0,1,4.0,5
20203,11440610,CS100004,염리동,양식음식점,10,0,0,0.0,1
20203,11440610,CS100005,염리동,제과점,14,1,2,13.0,2
20203,11440610,CS100008,염리동,분식전문점,20,0,1,4.0,5
20203,11440610,CS100007,염리동,치킨전문점,4,2,0,0.0,3
20203,11440610,CS100001,염리동,한식음식점,61,3,4,6.0,10
20203,11440610,CS100006,염리동,패스트푸드점,4,1,0,0.0,7
20203,11440610,CS100002,염리동,중식음식점,3,0,0,0.0,1
20203,11440630,CS100008,신수동,분식전문점,20,1,1,4.0,3
20203,11440630,CS100010,신수동,커피-음료,38,3,3,8.0,1
20203,11440630,CS100001,신수동,한식음식점,68,5,6,8.0,7
20203,11440630,CS100002,신수동,중식음식점,9,0,0,0.0,0
20203,11440630,CS100003,신수동,일식음식점,2,2,0,0.0,1
20203,11440630,CS100004,신수동,양식음식점,11,2,0,0.0,1
20203,11440630,CS100005,신수동,제과점,10,1,0,0.0,2
20203,11440630,CS100006,신수동,패스트푸드점,2,0,0,0.0,5
20203,11440630,CS100007,신수동,치킨전문점,4,0,1,7.0,10
20203,11440630,CS100009,신수동,호프-간이주점,13,0,2,13.0,3
20203,11440655,CS100008,서강동,분식전문점,23,0,4,13.0,7
20203,11440655,CS100009,서강동,호프-간이주점,78,4,4,5.0,9
20203,11440655,CS100010,서강동,커피-음료,104,6,5,4.0,17
20203,11440655,CS100002,서강동,중식음식점,22,2,0,0.0,0
20203,11440655,CS100003,서강동,일식음식점,37,2,2,5.0,5
20203,11440655,CS100001,서강동,한식음식점,138,10,11,7.0,16
20203,11440655,CS100004,서강동,양식음식점,55,6,1,2.0,0
20203,11440655,CS100005,서강동,제과점,22,0,1,4.0,6
20203,11440655,CS100006,서강동,패스트푸드점,16,0,1,5.0,6
20203,11440655,CS100007,서강동,치킨전문점,4,1,4,25.0,12
20203,11440660,CS100003,서교동,일식음식점,159,7,16,8.0,36
20203,11440660,CS100002,서교동,중식음식점,90,4,3,3.0,16
20203,11440660,CS100001,서교동,한식음식점,685,56,39,5.0,109
20203,11440660,CS100010,서교동,커피-음료,522,23,28,5.0,92
20203,11440660,CS100009,서교동,호프-간이주점,499,18,23,4.0,57
20203,11440660,CS100008,서교동,분식전문점,117,9,11,7.0,31
20203,11440660,CS100007,서교동,치킨전문점,23,3,2,3.0,36
20203,11440660,CS100006,서교동,패스트푸드점,73,5,7,6.0,36
20203,11440660,CS100005,서교동,제과점,86,6,4,4.0,28
20203,11440660,CS100004,서교동,양식음식점,236,9,22,8.0,34
20203,11440680,CS100004,합정동,양식음식점,53,0,2,3.0,5
20203,11440680,CS100003,합정동,일식음식점,37,2,5,13.0,3
20203,11440680,CS100002,합정동,중식음식점,14,0,1,6.0,3
20203,11440680,CS100001,합정동,한식음식점,152,12,10,6.0,27
20203,11440680,CS100010,합정동,커피-음료,125,9,6,4.0,24
20203,11440680,CS100008,합정동,분식전문점,19,0,2,8.0,5
20203,11440680,CS100009,합정동,호프-간이주점,93,2,3,3.0,11
20203,11440680,CS100007,합정동,치킨전문점,2,1,1,9.0,9
20203,11440680,CS100006,합정동,패스트푸드점,19,0,2,9.0,3
20203,11440680,CS100005,합정동,제과점,23,1,2,8.0,3
20203,11440690,CS100007,망원1동,치킨전문점,11,1,1,4.0,12
20203,11440690,CS100008,망원1동,분식전문점,30,4,3,8.0,6
20203,11440690,CS100009,망원1동,호프-간이주점,54,4,4,7.0,3
20203,11440690,CS100010,망원1동,커피-음료,112,4,7,6.0,6
20203,11440690,CS100001,망원1동,한식음식점,143,15,5,3.0,4
20203,11440690,CS100002,망원1동,중식음식점,13,0,0,0.0,1
20203,11440690,CS100003,망원1동,일식음식점,26,1,3,12.0,0
20203,11440690,CS100004,망원1동,양식음식점,46,3,5,10.0,2
20203,11440690,CS100005,망원1동,제과점,22,2,2,8.0,4
20203,11440690,CS100006,망원1동,패스트푸드점,9,1,0,0.0,8
20203,11440700,CS100010,망원2동,커피-음료,54,5,5,9.0,4
20203,11440700,CS100002,망원2동,중식음식점,13,0,0,0.0,0
20203,11440700,CS100001,망원2동,한식음식점,89,4,5,5.0,15
20203,11440700,CS100003,망원2동,일식음식점,5,1,1,20.0,0
20203,11440700,CS100004,망원2동,양식음식점,5,1,0,0.0,0
20203,11440700,CS100005,망원2동,제과점,20,3,1,4.0,3
20203,11440700,CS100006,망원2동,패스트푸드점,4,1,0,0.0,6
20203,11440700,CS100007,망원2동,치킨전문점,6,2,1,4.0,18
20203,11440700,CS100008,망원2동,분식전문점,16,0,1,5.0,4
20203,11440700,CS100009,망원2동,호프-간이주점,25,2,1,3.0,4
20203,11440710,CS100010,연남동,커피-음료,235,16,11,5.0,8
20203,11440710,CS100001,연남동,한식음식점,124,9,12,9.0,5
20203,11440710,CS100002,연남동,중식음식점,30,3,3,10.0,0
20203,11440710,CS100003,연남동,일식음식점,57,7,5,8.0,7
20203,11440710,CS100004,연남동,양식음식점,122,15,10,8.0,7
20203,11440710,CS100005,연남동,제과점,48,4,3,6.0,5
20203,11440710,CS100006,연남동,패스트푸드점,22,2,2,7.0,6
20203,11440710,CS100007,연남동,치킨전문점,5,1,0,0.0,8
20203,11440710,CS100008,연남동,분식전문점,28,4,0,0.0,3
20203,11440710,CS100009,연남동,호프-간이주점,130,8,9,7.0,5
20203,11440720,CS100008,성산1동,분식전문점,10,0,2,13.0,5
20203,11440720,CS100009,성산1동,호프-간이주점,20,1,0,0.0,3
20203,11440720,CS100010,성산1동,커피-음료,52,5,5,9.0,4
20203,11440720,CS100001,성산1동,한식음식점,83,6,4,4.0,9
20203,11440720,CS100002,성산1동,중식음식점,9,2,3,33.0,0
20203,11440720,CS100003,성산1동,일식음식점,9,2,2,18.0,2
20203,11440720,CS100004,성산1동,양식음식점,14,2,2,14.0,0
20203,11440720,CS100005,성산1동,제과점,14,0,0,0.0,3
20203,11440720,CS100006,성산1동,패스트푸드점,7,1,1,6.0,9
20203,11440720,CS100007,성산1동,치킨전문점,2,0,0,0.0,7
20203,11440730,CS100010,성산2동,커피-음료,42,0,1,2.0,6
20203,11440730,CS100009,성산2동,호프-간이주점,22,0,1,4.0,4
20203,11440730,CS100008,성산2동,분식전문점,34,1,1,2.0,10
20203,11440730,CS100007,성산2동,치킨전문점,4,1,0,0.0,15
20203,11440730,CS100006,성산2동,패스트푸드점,5,0,0,0.0,6
20203,11440730,CS100005,성산2동,제과점,10,1,1,6.0,6
20203,11440730,CS100004,성산2동,양식음식점,7,1,0,0.0,1
20203,11440730,CS100003,성산2동,일식음식점,10,1,1,8.0,2
20203,11440730,CS100002,성산2동,중식음식점,9,0,0,0.0,2
20203,11440730,CS100001,성산2동,한식음식점,90,4,5,5.0,12
20203,11440740,CS100001,상암동,한식음식점,246,13,16,5.0,64
20203,11440740,CS100002,상암동,중식음식점,29,2,4,11.0,7
20203,11440740,CS100003,상암동,일식음식점,54,1,2,3.0,9
20203,11440740,CS100010,상암동,커피-음료,124,7,5,3.0,49
20203,11440740,CS100009,상암동,호프-간이주점,53,2,0,0.0,9
20203,11440740,CS100008,상암동,분식전문점,31,4,1,2.0,16
20203,11440740,CS100007,상암동,치킨전문점,13,1,1,4.0,15
20203,11440740,CS100006,상암동,패스트푸드점,13,0,1,3.0,19
20203,11440740,CS100005,상암동,제과점,17,1,1,4.0,8
20203,11440740,CS100004,상암동,양식음식점,33,2,2,5.0,4
20204,11440555,CS100002,아현동,중식음식점,7,1,0,0.0,0
20204,11440555,CS100010,아현동,커피-음료,30,10,3,7.0,15
20204,11440555,CS100009,아현동,호프-간이주점,28,2,0,0.0,3
20204,11440555,CS100008,아현동,분식전문점,23,6,1,3.0,11
20204,11440555,CS100007,아현동,치킨전문점,9,2,1,6.0,9
20204,11440555,CS100006,아현동,패스트푸드점,3,2,0,0.0,3
20204,11440555,CS100005,아현동,제과점,8,3,3,23.0,5
20204,11440555,CS100004,아현동,양식음식점,5,0,1,20.0,0
20204,11440555,CS100003,아현동,일식음식점,10,2,2,15.0,3
20204,11440555,CS100001,아현동,한식음식점,96,4,6,6.0,13
20204,11440565,CS100005,공덕동,제과점,12,1,1,6.0,5
20204,11440565,CS100001,공덕동,한식음식점,210,7,11,5.0,15
20204,11440565,CS100010,공덕동,커피-음료,55,4,1,2.0,13
20204,11440565,CS100009,공덕동,호프-간이주점,72,3,1,1.0,0
20204,11440565,CS100008,공덕동,분식전문점,31,1,2,5.0,12
20204,11440565,CS100007,공덕동,치킨전문점,8,0,0,0.0,15
20204,11440565,CS100006,공덕동,패스트푸드점,7,0,0,0.0,8
20204,11440565,CS100004,공덕동,양식음식점,14,2,0,0.0,3
20204,11440565,CS100003,공덕동,일식음식점,17,0,0,0.0,4
20204,11440565,CS100002,공덕동,중식음식점,17,2,1,6.0,0
20204,11440585,CS100002,도화동,중식음식점,16,1,0,0.0,3
20204,11440585,CS100001,도화동,한식음식점,154,8,3,2.0,17
20204,11440585,CS100010,도화동,커피-음료,36,1,4,7.0,22
20204,11440585,CS100009,도화동,호프-간이주점,70,4,2,3.0,9
20204,11440585,CS100008,도화동,분식전문점,25,1,3,8.0,11
20204,11440585,CS100007,도화동,치킨전문점,9,0,2,10.0,11
20204,11440585,CS100006,도화동,패스트푸드점,7,0,0,0.0,7
20204,11440585,CS100005,도화동,제과점,15,3,0,0.0,8
20204,11440585,CS100004,도화동,양식음식점,15,2,2,11.0,3
20204,11440585,CS100003,도화동,일식음식점,15,1,1,6.0,3
20204,11440590,CS100008,용강동,분식전문점,18,0,1,4.0,6
20204,11440590,CS100010,용강동,커피-음료,45,0,2,4.0,10
20204,11440590,CS100001,용강동,한식음식점,170,7,12,6.0,28
20204,11440590,CS100002,용강동,중식음식점,16,2,1,6.0,1
20204,11440590,CS100003,용강동,일식음식점,20,1,2,9.0,3
20204,11440590,CS100004,용강동,양식음식점,17,1,1,5.0,2
20204,11440590,CS100005,용강동,제과점,6,0,0,0.0,5
20204,11440590,CS100006,용강동,패스트푸드점,4,1,1,8.0,8
20204,11440590,CS100007,용강동,치킨전문점,6,2,1,7.0,9
