quarter,dong_code,dong_name,industry_code,industry_name,store_count,open_count,close_count,closure_rate
20221,11440540,도화동,CS100003,일식음식점,11.0,0.0,0.0,0.0
20221,11440540,도화동,CS100004,양식음식점,9.0,1.0,0.0,0.0
20221,11440540,도화동,CS100005,제과점,7.0,3.0,1.0,25.0
20221,11440540,도화동,CS100006,패스트푸드점,5.0,0.0,0.0,0.0
20221,11440540,도화동,CS100007,치킨전문점,5.0,0.0,2.0,100.0
20221,11440540,도화동,CS100008,분식전문점,16.0,0.0,1.0,100.0
20221,11440540,도화동,CS100009,호프-간이주점,53.0,0.0,0.0,0.0
20221,11440540,도화동,CS100010,커피-음료,17.0,0.0,0.0,0.0
20221,11440540,도화동,CS200001,일반교습학원,9.0,0.0,0.0,0.0
20221,11440540,도화동,CS200002,외국어학원,1.0,0.0,0.0,0.0
20222,11440540,도화동,CS100001,한식음식점,114.0,6.0,5.0,45.45
20222,11440540,도화동,CS100002,중식음식점,9.0,1.0,0.0,0.0
20222,11440540,도화동,CS100003,일식음식점,11.0,1.0,1.0,50.0
20222,11440540,도화동,CS100004,양식음식점,9.0,0.0,1.0,100.0
20222,11440540,도화동,CS100005,제과점,8.0,2.0,1.0,33.33
20222,11440540,도화동,CS100006,패스트푸드점,5.0,0.0,0.0,0.0
20222,11440540,도화동,CS100007,치킨전문점,5.0,0.0,1.0,100.0
20222,11440540,도화동,CS100008,분식전문점,15.0,0.0,2.0,100.0
20222,11440540,도화동,CS100009,호프-간이주점,53.0,2.0,1.0,33.33
20222,11440540,도화동,CS100010,커피-음료,17.0,2.0,1.0,33.33
20222,11440540,도화동,CS200001,일반교습학원,9.0,0.0,0.0,0.0
20222,11440540,도화동,CS200002,외국어학원,1.0,0.0,0.0,0.0
20223,11440540,도화동,CS100001,한식음식점,115.0,4.0,3.0,42.86
20223,11440540,도화동,CS100002,중식음식점,9.0,0.0,0.0,0.0
20223,11440540,도화동,CS100003,일식음식점,11.0,1.0,0.0,0.0
20223,11440540,도화동,CS100004,양식음식점,10.0,1.0,0.0,0.0
20223,11440540,도화동,CS100005,제과점,8.0,0.0,0.0,0.0
20223,11440540,도화동,CS100006,패스트푸드점,6.0,1.0,0.0,0.0
20223,11440540,도화동,CS100007,치킨전문점,5.0,1.0,2.0,66.67
20223,11440540,도화동,CS100008,분식전문점,15.0,2.0,1.0,33.33
20223,11440540,도화동,CS100009,호프-간이주점,54.0,3.0,2.0,40.0
20223,11440540,도화동,CS100010,커피-음료,17.0,1.0,1.0,50.0
20223,11440540,도화동,CS200001,일반교습학원,10.0,1.0,0.0,0.0
20223,11440540,도화동,CS200002,외국어학원,1.0,0.0,0.0,0.0
20224,11440540,도화동,CS100001,한식음식점,115.0,2.0,0.0,0.0
20224,11440540,도화동,CS100002,중식음식점,9.0,0.0,0.0,0.0
20224,11440540,도화동,CS100003,일식음식점,11.0,3.0,1.0,25.0
20224,11440540,도화동,CS100004,양식음식점,12.0,3.0,1.0,25.0
20224,11440540,도화동,CS100005,제과점,8.0,0.0,0.0,0.0
20224,11440540,도화동,CS100006,패스트푸드점,5.0,0.0,1.0,100.0
20224,11440540,도화동,CS100007,치킨전문점,5.0,0.0,0.0,0.0
20224,11440540,도화동,CS100008,분식전문점,14.0,0.0,1.0,100.0
20224,11440540,도화동,CS100009,호프-간이주점,58.0,4.0,1.0,20.0
20224,11440540,도화동,CS100010,커피-음료,17.0,0.0,1.0,100.0
20224,11440540,도화동,CS200001,일반교습학원,10.0,0.0,0.0,0.0
20224,11440540,도화동,CS200002,외국어학원,1.0,0.0,0.0,0.0
20231,11440540,도화동,CS100001,한식음식점,114.0,4.0,5.0,55.56
20231,11440540,도화동,CS100002,중식음식점,10.0,1.0,1.0,50.0
20231,11440540,도화동,CS100003,일식음식점,11.0,0.0,0.0,0.0
20231,11440540,도화동,CS100004,양식음식점,13.0,1.0,0.0,0.0
20231,11440540,도화동,CS100005,제과점,8.0,0.0,0.0,0.0
20231,11440540,도화동,CS100006,패스트푸드점,5.0,0.0,0.0,0.0
20231,11440540,도화동,CS100007,치킨전문점,5.0,0.0,0.0,0.0
20231,11440540,도화동,CS100008,분식전문점,14.0,0.0,0.0,0.0
20231,11440540,도화동,CS100009,호프-간이주점,58.0,3.0,3.0,50.0
20231,11440540,도화동,CS100010,커피-음료,17.0,0.0,0.0,0.0
20231,11440540,도화동,CS200001,일반교습학원,11.0,1.0,0.0,0.0
20231,11440540,도화동,CS200002,외국어학원,1.0,0.0,0.0,0.0
20232,11440540,도화동,CS100001,한식음식점,115.0,3.0,3.0,50.0
20232,11440540,도화동,CS100002,중식음식점,10.0,1.0,0.0,0.0
20232,11440540,도화동,CS100003,일식음식점,9.0,1.0,2.0,66.67
20232,11440540,도화동,CS100004,양식음식점,13.0,0.0,0.0,0.0
20232,11440540,도화동,CS100005,제과점,8.0,0.0,0.0,0.0
20232,11440540,도화동,CS100006,패스트푸드점,5.0,0.0,0.0,0.0
20232,11440540,도화동,CS100007,치킨전문점,4.0,0.0,1.0,100.0
20232,11440540,도화동,CS100008,분식전문점,14.0,0.0,0.0,0.0
20232,11440540,도화동,CS100009,호프-간이주점,56.0,2.0,3.0,60.0
20232,11440540,도화동,CS100010,커피-음료,18.0,1.0,0.0,0.0
20232,11440540,도화동,CS200001,일반교습학원,11.0,0.0,0.0,0.0
20232,11440540,도화동,CS200002,외국어학원,1.0,0.0,0.0,0.0
20233,11440540,도화동,CS100001,한식음식점,115.0,3.0,4.0,57.14
20233,11440540,도화동,CS100002,중식음식점,10.0,0.0,0.0,0.0
20233,11440540,도화동,CS100003,일식음식점,10.0,1.0,0.0,0.0
20233,11440540,도화동,CS100004,양식음식점,13.0,0.0,0.0,0.0
20233,11440540,도화동,CS100005,제과점,8.0,0.0,0.0,0.0
20233,11440540,도화동,CS100006,패스트푸드점,5.0,1.0,1.0,50.0
20233,11440540,도화동,CS100007,치킨전문점,4.0,0.0,0.0,0.0
20233,11440540,도화동,CS100008,분식전문점,13.0,0.0,1.0,100.0
20233,11440540,도화동,CS100009,호프-간이주점,57.0,2.0,1.0,33.33
20233,11440540,도화동,CS100010,커피-음료,17.0,2.0,3.0,60.0
20233,11440540,도화동,CS200001,일반교습학원,11.0,0.0,0.0,0.0
20233,11440540,도화동,CS200002,외국어학원,1.0,0.0,0.0,0.0
20234,11440540,도화동,CS100001,한식음식점,114.0,2.0,3.0,60.0
20234,11440540,도화동,CS100002,중식음식점,10.0,0.0,0.0,0.0
20234,11440540,도화동,CS100003,일식음식점,10.0,1.0,1.0,50.0
20234,11440540,도화동,CS100004,양식음식점,13.0,0.0,0.0,0.0
20234,11440540,도화동,CS100005,제과점,8.0,1.0,1.0,50.0
20234,11440540,도화동,CS100006,패스트푸드점,5.0,0.0,0.0,0.0
20234,11440540,도화동,CS100007,치킨전문점,4.0,0.0,0.0,0.0
20234,11440540,도화동,CS100008,분식전문점,12.0,0.0,1.0,100.0
20234,11440540,도화동,CS100009,호프-간이주점,57.0,2.0,1.0,33.33
20234,11440540,도화동,CS100010,커피-음료,16.0,0.0,1.0,100.0
20234,11440540,도화동,CS200001,일반교습학원,10.0,0.0,1.0,100.0
20234,11440540,도화동,CS200002,외국어학원,1.0,0.0,0.0,0.0
20241,11440540,도화동,CS100001,한식음식점,118.0,5.0,1.0,16.67
20241,11440540,도화동,CS100002,중식음식점,10.0,0.0,0.0,0.0
20241,11440540,도화동,CS100003,일식음식점,10.0,0.0,0.0,0.0
20241,11440540,도화동,CS100004,양식음식점,13.0,0.0,0.0,0.0
20241,11440540,도화동,CS100005,제과점,8.0,0.0,0.0,0.0
20241,11440540,도화동,CS100006,패스트푸드점,5.0,0.0,0.0,0.0
20241,11440540,도화동,CS100007,치킨전문점,4.0,0.0,0.0,0.0
20241,11440540,도화동,CS100008,분식전문점,11.0,0.0,2.0,100.0
20241,11440540,도화동,CS100009,호프-간이주점,56.0,0.0,1.0,100.0
20241,11440540,도화동,CS100010,커피-음료,16.0,2.0,0.0,0.0
20241,11440540,도화동,CS200001,일반교습학원,10.0,0.0,0.0,0.0
20241,11440540,도화동,CS200002,외국어학원,1.0,0.0,0.0,0.0
20242,11440540,도화동,CS100001,한식음식점,124.0,9.0,4.0,30.77
20242,11440540,도화동,CS100002,중식음식점,10.0,0.0,0.0,0.0
20242,11440540,도화동,CS100003,일식음식점,11.0,1.0,0.0,0.0
20242,11440540,도화동,CS100004,양식음식점,13.0,0.0,0.0,0.0
20242,11440540,도화동,CS100005,제과점,8.0,0.0,0.0,0.0
20242,11440540,도화동,CS100006,패스트푸드점,4.0,0.0,1.0,100.0
20242,11440540,도화동,CS100007,치킨전문점,4.0,1.0,2.0,66.67
20242,11440540,도화동,CS100008,분식전문점,12.0,1.0,0.0,0.0
20242,11440540,도화동,CS100009,호프-간이주점,54.0,4.0,4.0,50.0
20242,11440540,도화동,CS100010,커피-음료,16.0,0.0,1.0,100.0
20242,11440540,도화동,CS200001,일반교습학원,10.0,0.0,0.0,0.0
20242,11440540,도화동,CS200002,외국어학원,1.0,0.0,0.0,0.0
20243,11440540,도화동,CS100001,한식음식점,126.0,11.0,10.0,47.62
20243,11440540,도화동,CS100002,중식음식점,9.0,0.0,1.0,100.0
20243,11440540,도화동,CS100003,일식음식점,11.0,1.0,1.0,50.0
20243,11440540,도화동,CS100004,양식음식점,14.0,1.0,0.0,0.0
20243,11440540,도화동,CS100005,제과점,7.0,0.0,1.0,100.0
20243,11440540,도화동,CS100006,패스트푸드점,4.0,0.0,0.0,0.0
20243,11440540,도화동,CS100007,치킨전문점,4.0,0.0,1.0,100.0
20243,11440540,도화동,CS100008,분식전문점,13.0,1.0,0.0,0.0
20243,11440540,도화동,CS100009,호프-간이주점,49.0,0.0,6.0,100.0
20243,11440540,도화동,CS100010,커피-음료,16.0,1.0,1.0,50.0
20243,11440540,도화동,CS200001,일반교습학원,9.0,0.0,1.0,100.0
20243,11440540,도화동,CS200002,외국어학원,1.0,0.0,0.0,0.0
20244,11440540,도화동,CS100001,한식음식점,129.0,9.0,6.0,40.0
20244,11440540,도화동,CS100002,중식음식점,9.0,1.0,1.0,50.0
20244,11440540,도화동,CS100003,일식음식점,11.0,0.0,0.0,0.0
20244,11440540,도화동,CS100004,양식음식점,14.0,1.0,0.0,0.0
20244,11440540,도화동,CS100005,제과점,6.0,0.0,1.0,100.0
20244,11440540,도화동,CS100006,패스트푸드점,5.0,1.0,1.0,50.0
20244,11440540,도화동,CS100007,치킨전문점,4.0,1.0,1.0,50.0
20244,11440540,도화동,CS100008,분식전문점,15.0,2.0,0.0,0.0
20244,11440540,도화동,CS100009,호프-간이주점,48.0,1.0,3.0,75.0
20244,11440540,도화동,CS100010,커피-음료,17.0,2.0,0.0,0.0
20244,11440540,도화동,CS200001,일반교습학원,9.0,0.0,0.0,0.0
20244,11440540,도화동,CS200002,외국어학원,1.0,0.0,0.0,0.0
20251,11440540,도화동,CS100001,한식음식점,129.0,1.0,2.0,66.67
20251,11440540,도화동,CS100002,중식음식점,9.0,0.0,1.0,100.0
20251,11440540,도화동,CS100003,일식음식점,10.0,0.0,1.0,100.0
20251,11440540,도화동,CS100004,양식음식점,14.0,0.0,0.0,0.0
20251,11440540,도화동,CS100005,제과점,6.0,0.0,0.0,0.0
20251,11440540,도화동,CS100006,패스트푸드점,5.0,0.0,0.0,0.0
20251,11440540,도화동,CS100007,치킨전문점,4.0,0.0,0.0,0.0
20251,11440540,도화동,CS100008,분식전문점,14.0,0.0,1.0,100.0
20251,11440540,도화동,CS100009,호프-간이주점,49.0,2.0,1.0,33.33
20251,11440540,도화동,CS100010,커피-음료,18.0,1.0,1.0,50.0
20251,11440540,도화동,CS200001,일반교습학원,9.0,0.0,0.0,0.0
20251,11440540,도화동,CS200002,외국어학원,1.0,0.0,0.0,0.0
20252,11440540,도화동,CS100001,한식음식점,130.0,7.0,6.0,46.15
20252,11440540,도화동,CS100002,중식음식점,9.0,1.0,0.0,0.0
20252,11440540,도화동,CS100003,일식음식점,10.0,0.0,2.0,100.0
20252,11440540,도화동,CS100004,양식음식점,13.0,0.0,1.0,100.0
20252,11440540,도화동,CS100005,제과점,6.0,0.0,0.0,0.0
20252,11440540,도화동,CS100006,패스트푸드점,6.0,1.0,1.0,50.0
20252,11440540,도화동,CS100007,치킨전문점,4.0,0.0,0.0,0.0
20252,11440540,도화동,CS100008,분식전문점,14.0,0.0,2.0,100.0
20252,11440540,도화동,CS100009,호프-간이주점,47.0,1.0,2.0,66.67
20252,11440540,도화동,CS100010,커피-음료,20.0,4.0,0.0,0.0
20252,11440540,도화동,CS200001,일반교습학원,9.0,0.0,0.0,0.0
20252,11440540,도화동,CS200002,외국어학원,1.0,0.0,0.0,0.0
20253,11440540,도화동,CS100001,한식음식점,129.0,5.0,7.0,58.33
20253,11440540,도화동,CS100002,중식음식점,9.0,0.0,0.0,0.0
20253,11440540,도화동,CS100003,일식음식점,11.0,1.0,0.0,0.0
20253,11440540,도화동,CS100004,양식음식점,12.0,0.0,1.0,100.0
20253,11440540,도화동,CS100005,제과점,5.0,0.0,1.0,100.0
20253,11440540,도화동,CS100006,패스트푸드점,6.0,0.0,0.0,0.0
20253,11440540,도화동,CS100007,치킨전문점,3.0,0.0,1.0,100.0
20253,11440540,도화동,CS100008,분식전문점,14.0,0.0,1.0,100.0
20253,11440540,도화동,CS100009,호프-간이주점,46.0,1.0,2.0,66.67
20253,11440540,도화동,CS100010,커피-음료,21.0,1.0,0.0,0.0
20253,11440540,도화동,CS200001,일반교습학원,9.0,0.0,0.0,0.0
20253,11440540,도화동,CS200002,외국어학원,1.0,0.0,0.0,0.0
20254,11440540,도화동,CS100001,한식음식점,129.0,2.0,2.0,50.0
20254,11440540,도화동,CS100002,중식음식점,9.0,0.0,0.0,0.0
20254,11440540,도화동,CS100003,일식음식점,11.0,0.0,0.0,0.0
20254,11440540,도화동,CS100004,양식음식점,11.0,0.0,1.0,100.0
20254,11440540,도화동,CS100005,제과점,5.0,1.0,0.0,0.0
20254,11440540,도화동,CS100006,패스트푸드점,7.0,1.0,0.0,0.0
20254,11440540,도화동,CS100007,치킨전문점,3.0,0.0,1.0,100.0
20254,11440540,도화동,CS100008,분식전문점,14.0,0.0,1.0,100.0
20254,11440540,도화동,CS100009,호프-간이주점,44.0,0.0,2.0,100.0
20254,11440540,도화동,CS100010,커피-음료,21.0,1.0,1.0,50.0
20254,11440540,도화동,CS200001,일반교습학원,9.0,0.0,0.0,0.0
20254,11440540,도화동,CS200002,외국어학원,1.0,0.0,0.0,0.0
20191,11440620,망원1동,CS100001,한식음식점,99.0,5.0,4.0,44.44
20191,11440620,망원1동,CS100002,중식음식점,10.0,0.0,0.0,0.0
20191,11440620,망원1동,CS100003,일식음식점,16.0,1.0,1.0,50.0
20191,11440620,망원1동,CS100004,양식음식점,15.0,2.0,0.0,0.0
20191,11440620,망원1동,CS100005,제과점,11.0,0.0,1.0,100.0
20191,11440620,망원1동,CS100006,패스트푸드점,2.0,0.0,0.0,0.0
20191,11440620,망원1동,CS100007,치킨전문점,8.0,0.0,0.0,0.0
20191,11440620,망원1동,CS100008,분식전문점,20.0,0.0,2.0,100.0
20191,11440620,망원1동,CS100009,호프-간이주점,32.0,0.0,1.0,100.0
20191,11440620,망원1동,CS100010,커피-음료,51.0,3.0,4.0,57.14
20191,11440620,망원1동,CS200001,일반교습학원,24.0,2.0,2.0,50.0
20191,11440620,망원1동,CS200002,외국어학원,7.0,0.0,0.0,0.0
20192,11440620,망원1동,CS100001,한식음식점,95.0,3.0,7.0,70.0
20192,11440620,망원1동,CS100002,중식음식점,11.0,2.0,1.0,33.33
20192,11440620,망원1동,CS100003,일식음식점,19.0,5.0,2.0,28.57
20192,11440620,망원1동,CS100004,양식음식점,17.0,2.0,0.0,0.0
20192,11440620,망원1동,CS100005,제과점,11.0,0.0,0.0,0.0
20192,11440620,망원1동,CS100006,패스트푸드점,2.0,1.0,1.0,50.0
20192,11440620,망원1동,CS100007,치킨전문점,9.0,1.0,0.0,0.0
20192,11440620,망원1동,CS100008,분식전문점,20.0,2.0,2.0,50.0
20192,11440620,망원1동,CS100009,호프-간이주점,32.0,2.0,1.0,33.33
20192,11440620,망원1동,CS100010,커피-음료,52.0,5.0,4.0,44.44
20192,11440620,망원1동,CS200001,일반교습학원,25.0,1.0,0.0,0.0
20192,11440620,망원1동,CS200002,외국어학원,7.0,0.0,0.0,0.0
20193,11440620,망원1동,CS100001,한식음식점,96.0,5.0,2.0,28.57
20193,11440620,망원1동,CS100002,중식음식점,12.0,1.0,0.0,0.0
20193,11440620,망원1동,CS100003,일식음식점,17.0,0.0,3.0,100.0
20193,11440620,망원1동,CS100004,양식음식점,17.0,0.0,0.0,0.0
20193,11440620,망원1동,CS100005,제과점,9.0,0.0,2.0,100.0
20193,11440620,망원1동,CS100006,패스트푸드점,2.0,0.0,0.0,0.0
20193,11440620,망원1동,CS100007,치킨전문점,9.0,2.0,2.0,50.0
20193,11440620,망원1동,CS100008,분식전문점,20.0,1.0,1.0,50.0
20193,11440620,망원1동,CS100009,호프-간이주점,30.0,2.0,6.0,75.0
20193,11440620,망원1동,CS100010,커피-음료,55.0,3.0,0.0,0.0
20193,11440620,망원1동,CS200001,일반교습학원,25.0,1.0,1.0,50.0
20193,11440620,망원1동,CS200002,외국어학원,6.0,0.0,1.0,100.0
20194,11440620,망원1동,CS100001,한식음식점,99.0,7.0,3.0,30.0
20194,11440620,망원1동,CS100002,중식음식점,11.0,0.0,1.0,100.0
20194,11440620,망원1동,CS100003,일식음식점,15.0,0.0,2.0,100.0
20194,11440620,망원1동,CS100004,양식음식점,16.0,0.0,1.0,100.0
20194,11440620,망원1동,CS100005,제과점,11.0,2.0,1.0,33.33
20194,11440620,망원1동,CS100006,패스트푸드점,3.0,1.0,1.0,50.0
20194,11440620,망원1동,CS100007,치킨전문점,10.0,3.0,1.0,25.0
20194,11440620,망원1동,CS100008,분식전문점,18.0,0.0,2.0,100.0
20194,11440620,망원1동,CS100009,호프-간이주점,31.0,3.0,2.0,40.0
20194,11440620,망원1동,CS100010,커피-음료,56.0,3.0,2.0,40.0
20194,11440620,망원1동,CS200001,일반교습학원,26.0,1.0,0.0,0.0
20194,11440620,망원1동,CS200002,외국어학원,7.0,1.0,0.0,0.0
20201,11440620,망원1동,CS100001,한식음식점,97.0,1.0,4.0,80.0
20201,11440620,망원1동,CS100002,중식음식점,11.0,0.0,0.0,0.0
20201,11440620,망원1동,CS100003,일식음식점,15.0,0.0,0.0,0.0
20201,11440620,망원1동,CS100004,양식음식점,17.0,1.0,0.0,0.0
20201,11440620,망원1동,CS100005,제과점,11.0,0.0,0.0,0.0
20201,11440620,망원1동,CS100006,패스트푸드점,4.0,1.0,0.0,0.0
20201,11440620,망원1동,CS100007,치킨전문점,9.0,0.0,1.0,100.0
20201,11440620,망원1동,CS100008,분식전문점,20.0,3.0,0.0,0.0
20201,11440620,망원1동,CS100009,호프-간이주점,30.0,2.0,2.0,50.0
20201,11440620,망원1동,CS100010,커피-음료,59.0,4.0,2.0,33.33
20201,11440620,망원1동,CS200001,일반교습학원,26.0,0.0,0.0,0.0
20201,11440620,망원1동,CS200002,외국어학원,7.0,0.0,0.0,0.0
20202,11440620,망원1동,CS100001,한식음식점,99.0,4.0,2.0,33.33
20202,11440620,망원1동,CS100002,중식음식점,11.0,0.0,0.0,0.0
20202,11440620,망원1동,CS100003,일식음식점,15.0,1.0,1.0,50.0
20202,11440620,망원1동,CS100004,양식음식점,16.0,1.0,1.0,50.0
20202,11440620,망원1동,CS100005,제과점,11.0,0.0,0.0,0.0
20202,11440620,망원1동,CS100006,패스트푸드점,4.0,1.0,0.0,0.0
20202,11440620,망원1동,CS100007,치킨전문점,9.0,0.0,0.0,0.0
20202,11440620,망원1동,CS100008,분식전문점,19.0,0.0,1.0,100.0
20202,11440620,망원1동,CS100009,호프-간이주점,31.0,2.0,1.0,33.33
20202,11440620,망원1동,CS100010,커피-음료,63.0,5.0,1.0,16.67
20202,11440620,망원1동,CS200001,일반교습학원,27.0,1.0,0.0,0.0
20202,11440620,망원1동,CS200002,외국어학원,7.0,0.0,0.0,0.0
20203,11440620,망원1동,CS100001,한식음식점,102.0,12.0,8.0,40.0
20203,11440620,망원1동,CS100002,중식음식점,11.0,0.0,0.0,0.0
20203,11440620,망원1동,CS100003,일식음식점,16.0,0.0,1.0,100.0
20203,11440620,망원1동,CS100004,양식음식점,16.0,0.0,0.0,0.0
20203,11440620,망원1동,CS100005,제과점,12.0,2.0,1.0,33.33
20203,11440620,망원1동,CS100006,패스트푸드점,4.0,1.0,0.0,0.0
20203,11440620,망원1동,CS100007,치킨전문점,9.0,2.0,1.0,33.33
20203,11440620,망원1동,CS100008,분식전문점,17.0,1.0,2.0,66.67
20203,11440620,망원1동,CS100009,호프-간이주점,30.0,1.0,2.0,66.67
20203,11440620,망원1동,CS100010,커피-음료,65.0,5.0,5.0,50.0
20203,11440620,망원1동,CS200001,일반교습학원,26.0,1.0,2.0,66.67
20203,11440620,망원1동,CS200002,외국어학원,7.0,0.0,0.0,0.0
20204,11440620,망원1동,CS100001,한식음식점,101.0,4.0,5.0,55.56
20204,11440620,망원1동,CS100002,중식음식점,11.0,1.0,1.0,50.0
20204,11440620,망원1동,CS100003,일식음식점,18.0,2.0,0.0,0.0
20204,11440620,망원1동,CS100004,양식음식점,16.0,1.0,1.0,50.0
20204,11440620,망원1동,CS100005,제과점,12.0,2.0,2.0,50.0
20204,11440620,망원1동,CS100006,패스트푸드점,4.0,0.0,0.0,0.0
20204,11440620,망원1동,CS100007,치킨전문점,9.0,1.0,1.0,50.0
20204,11440620,망원1동,CS100008,분식전문점,16.0,1.0,2.0,66.67
20204,11440620,망원1동,CS100009,호프-간이주점,30.0,1.0,1.0,50.0
20204,11440620,망원1동,CS100010,커피-음료,65.0,5.0,4.0,44.44
20204,11440620,망원1동,CS200001,일반교습학원,27.0,1.0,0.0,0.0
20204,11440620,망원1동,CS200002,외국어학원,7.0,0.0,0.0,0.0
20211,11440620,망원1동,CS100001,한식음식점,101.0,3.0,2.0,40.0
20211,11440620,망원1동,CS100002,중식음식점,13.0,2.0,0.0,0.0
20211,11440620,망원1동,CS100003,일식음식점,17.0,0.0,1.0,100.0
20211,11440620,망원1동,CS100004,양식음식점,16.0,1.0,1.0,50.0
20211,11440620,망원1동,CS100005,제과점,13.0,1.0,0.0,0.0
20211,11440620,망원1동,CS100006,패스트푸드점,4.0,1.0,1.0,50.0
20211,11440620,망원1동,CS100007,치킨전문점,8.0,1.0,2.0,66.67
20211,11440620,망원1동,CS100008,분식전문점,18.0,2.0,0.0,0.0
20211,11440620,망원1동,CS100009,호프-간이주점,31.0,1.0,0.0,0.0
20211,11440620,망원1동,CS100010,커피-음료,62.0,1.0,4.0,80.0
20211,11440620,망원1동,CS200001,일반교습학원,28.0,2.0,1.0,33.33
20211,11440620,망원1동,CS200002,외국어학원,7.0,0.0,0.0,0.0
20212,11440620,망원1동,CS100001,한식음식점,99.0,2.0,4.0,66.67
20212,11440620,망원1동,CS100002,중식음식점,15.0,3.0,1.0,25.0
20212,11440620,망원1동,CS100003,일식음식점,16.0,2.0,3.0,60.0
20212,11440620,망원1동,CS100004,양식음식점,15.0,2.0,2.0,50.0
20212,11440620,망원1동,CS100005,제과점,12.0,0.0,1.0,100.0
20212,11440620,망원1동,CS100006,패스트푸드점,4.0,0.0,0.0,0.0
20212,11440620,망원1동,CS100007,치킨전문점,8.0,1.0,2.0,66.67
20212,11440620,망원1동,CS100008,분식전문점,18.0,2.0,2.0,50.0
20212,11440620,망원1동,CS100009,호프-간이주점,30.0,0.0,1.0,100.0
20212,11440620,망원1동,CS100010,커피-음료,65.0,5.0,2.0,28.57
20212,11440620,망원1동,CS200001,일반교습학원,27.0,0.0,1.0,100.0
20212,11440620,망원1동,CS200002,외국어학원,7.0,0.0,0.0,0.0
20213,11440620,망원1동,CS100001,한식음식점,101.0,4.0,1.0,20.0
20213,11440620,망원1동,CS100002,중식음식점,15.0,0.0,0.0,0.0
20213,11440620,망원1동,CS100003,일식음식점,17.0,2.0,1.0,33.33
20213,11440620,망원1동,CS100004,양식음식점,16.0,1.0,0.0,0.0
20213,11440620,망원1동,CS100005,제과점,13.0,1.0,0.0,0.0
20213,11440620,망원1동,CS100006,패스트푸드점,5.0,2.0,1.0,33.33
20213,11440620,망원1동,CS100007,치킨전문점,7.0,1.0,1.0,50.0
20213,11440620,망원1동,CS100008,분식전문점,20.0,2.0,0.0,0.0
20213,11440620,망원1동,CS100009,호프-간이주점,29.0,2.0,4.0,66.67
20213,11440620,망원1동,CS100010,커피-음료,72.0,10.0,3.0,23.08
20213,11440620,망원1동,CS200001,일반교습학원,28.0,1.0,0.0,0.0
20213,11440620,망원1동,CS200002,외국어학원,7.0,0.0,0.0,0.0
20214,11440620,망원1동,CS100001,한식음식점,103.0,6.0,4.0,40.0
20214,11440620,망원1동,CS100002,중식음식점,15.0,2.0,1.0,33.33
20214,11440620,망원1동,CS100003,일식음식점,17.0,2.0,2.0,50.0
20214,11440620,망원1동,CS100004,양식음식점,17.0,2.0,1.0,33.33
20214,11440620,망원1동,CS100005,제과점,12.0,1.0,2.0,66.67
20214,11440620,망원1동,CS100006,패스트푸드점,5.0,0.0,0.0,0.0
20214,11440620,망원1동,CS100007,치킨전문점,7.0,0.0,1.0,100.0
20214,11440620,망원1동,CS100008,분식전문점,21.0,1.0,0.0,0.0
20214,11440620,망원1동,CS100009,호프-간이주점,28.0,1.0,3.0,75.0
20214,11440620,망원1동,CS100010,커피-음료,76.0,8.0,2.0,20.0
20214,11440620,망원1동,CS200001,일반교습학원,30.0,2.0,0.0,0.0
20214,11440620,망원1동,CS200002,외국어학원,7.0,0.0,0.0,0.0
20221,11440620,망원1동,CS100001,한식음식점,105.0,3.0,1.0,25.0
20221,11440620,망원1동,CS100002,중식음식점,15.0,0.0,0.0,0.0
20221,11440620,망원1동,CS100003,일식음식점,17.0,0.0,0.0,0.0
20221,11440620,망원1동,CS100004,양식음식점,18.0,1.0,0.0,0.0
20221,11440620,망원1동,CS100005,제과점,13.0,1.0,0.0,0.0
20221,11440620,망원1동,CS100006,패스트푸드점,5.0,1.0,2.0,66.67
20221,11440620,망원1동,CS100007,치킨전문점,7.0,0.0,0.0,0.0
20221,11440620,망원1동,CS100008,분식전문점,22.0,2.0,0.0,0.0
20221,11440620,망원1동,CS100009,호프-간이주점,27.0,0.0,1.0,100.0
20221,11440620,망원1동,CS100010,커피-음료,79.0,4.0,0.0,0.0
20221,11440620,망원1동,CS200001,일반교습학원,30.0,0.0,0.0,0.0
20221,11440620,망원1동,CS200002,외국어학원,7.0,0.0,0.0,0.0
20222,11440620,망원1동,CS100001,한식음식점,107.0,4.0,2.0,33.33
20222,11440620,망원1동,CS100002,중식음식점,15.0,0.0,0.0,0.0
20222,11440620,망원1동,CS100003,일식음식점,16.0,1.0,2.0,66.67
20222,11440620,망원1동,CS100004,양식음식점,18.0,0.0,0.0,0.0
20222,11440620,망원1동,CS100005,제과점,14.0,1.0,0.0,0.0
20222,11440620,망원1동,CS100006,패스트푸드점,6.0,1.0,1.0,50.0
20222,11440620,망원1동,CS100007,치킨전문점,7.0,0.0,0.0,0.0
20222,11440620,망원1동,CS100008,분식전문점,22.0,0.0,0.0,0.0
20222,11440620,망원1동,CS100009,호프-간이주점,26.0,0.0,1.0,100.0
20222,11440620,망원1동,CS100010,커피-음료,81.0,7.0,5.0,41.67
20222,11440620,망원1동,CS200001,일반교습학원,29.0,0.0,1.0,100.0
20222,11440620,망원1동,CS200002,외국어학원,6.0,0.0,1.0,100.0
20223,11440620,망원1동,CS100001,한식음식점,107.0,4.0,4.0,50.0
